fromage5;0.25282687220132827;9.343651669061707
dessert5;1.949711087388517;7.30923275334479
dessert7;2.630226506491029;0.7976483527059963
fromage2;3.130570616648809;5.901669909410493
fromage7;4.492577148919463;9.500861496040912
dessert6;6.286617802886385;2.596872011036928
fromage8;9.202265955690802;1.4329071671922589
dessert6;10.481727695769782;8.3011020940553
dessert1;15.768534896817554;4.473383481992975
fromage4;17.698911447406175;9.957965219657435
dessert0;21.238612303574577;9.478796218888851
dessert3;21.384074708086953;6.531032153909524
dessert4;24.555708357954654;2.5471341238005674
dessert1;24.985675037622958;3.9929633027063725
dessert9;33.87243143173495;7.7387123950259715
fromage8;37.425494724765706;5.696597084233281
fromage7;42.773697071207586;8.499657733706872
fromage6;45.178455542680794;2.685392270540772
dessert5;45.59999121665277;5.876414536571688
fromage8;47.17441711063491;3.27727409200142
fromage2;51.36955530599893;8.186058576807941
fromage3;54.34015709677279;2.0371607109574272
dessert3;54.94258533606686;6.564844812203833
dessert9;55.41731449875563;4.970703794596081
fromage0;56.10037217098235;7.572770764353036
fromage4;59.250969201652005;5.876826633311306
dessert7;60.5329764130352;1.7840641885382291
dessert3;61.51099376128087;9.521475810647251
dessert5;61.64978589617085;0.7165599101592102
fromage4;61.8896088224208;2.5588581057810265
dessert9;63.04739154556571;5.907905970812268
fromage6;63.46499147084991;8.252865484323426
fromage8;65.66296918943785;3.7824230192815866
fromage8;66.01796100718826;4.79457729517029
fromage0;71.4714754590503;9.774923549175847
fromage2;72.26619829128711;8.145467997572668
dessert2;74.15791519929171;6.348661781932117
dessert1;75.6665462444947;1.3236386782849263
dessert0;76.79081046241191;1.687267534115754
fromage5;76.84751028356656;1.1545648283404242
fromage1;80.57095519859433;9.521466978209448
fromage6;82.57882938763804;0.4474086765808105
fromage3;82.75302204699267;8.570901830308951
dessert0;83.03446981239037;5.2407297466570535
dessert1;86.4949579896288;1.5669415251285512
fromage2;87.36903402342008;4.901573263811336
fromage9;88.70905583357563;3.742020474000982
dessert7;89.18466585238627;6.5710453322881275
dessert9;94.12569367409881;0.6138254273660304
dessert4;99.54048427435686;7.834159195099209
